stashpoint_id,paid_bookings,total_revenue_gbp,net_revenue_gbp,bookings_30d,revenue_30d_gbp,bookings_90d,revenue_90d_gbp,avg_bags,cancelled
4609df0e9ce8,3,59.00,41.11,2,26.36,3,59.00,4.0,1
46144e8fa5d8,1,9.90,6.86,1,9.90,1,9.90,2.0,0
46177aa5b9eb,777,13856.99,7410.69,0,0,0,0,2.6,54
461e7b0f270a,4,23.34,15.13,0,0,1,8.52,1.3,1
461fdf8dc170,17,259.75,168.03,0,0,1,5.61,1.9,1
463cf592b671,7,68.61,54.84,2,8.59,2,8.59,1.0,1
46463e709b30,1,23.95,15.38,0,0,0,0,4.0,1
4649453df044,2,17.74,11.27,0,0,0,0,1.5,3
465690851adb,7,155.45,99.99,0,0,0,0,3.9,2
46598e84fb8e,1,7.94,3.97,0,0,0,0,2.0,0
46716b85e12a,11,158.89,86.08,0,0,0,0,2.7,0
46785e0da40f,1,49.97,26.80,0,0,0,0,11.0,0
4683af145b95,23,657.46,434.53,0,0,1,20.11,2.6,10
468632bd9318,43,694.05,509.91,1,6.39,7,70.94,2.5,7
4693195bf0fe,6,72.70,42.34,0,0,0,0,1.7,2
4697b2240a95,169,2261.52,1151.54,0,0,0,0,1.9,7
469c909a5c29,3,45.79,28.81,0,0,0,0,2.7,0
469df9d14939,4,48.50,24.26,0,0,0,0,2.8,2
46a87e0f7adb,1,5.07,3.31,0,0,1,5.07,1.0,2
46b9eefc57e7,301,1621.00,1288.82,18,89.75,37,193.62,1.3,29
46c875d6a83e,81,1249.30,696.50,0,0,0,0,2.6,3
46c9f510e4db,3,25.80,16.13,1,14.35,1,14.35,2.3,1
46d12506cfa5,6,31.46,8.13,0,0,0,0,1.8,1
46d21badd347,5,62.69,40.28,0,0,0,0,2.2,2
46d39639226e,42,735.84,455.74,0,0,0,0,2.5,5
46d83883f0a7,2008,26166.93,13516.40,81,1161.33,241,3187.43,2.0,83
46e0aba6e515,21,508.77,327.27,0,0,0,0,3.2,1
46e15978ebcc,3,39.17,23.21,0,0,0,0,2.3,2
46e537e80f27,35,759.59,485.82,0,0,0,0,2.1,3
46e55232f8bc,672,8213.74,4354.50,11,109.36,24,235.46,1.9,22
46f1f7c0d73c,12,173.41,108.03,0,0,0,0,2.4,1
46fba0446232,7,5.74,-7.71,0,0,3,0.00,1.0,1
46fca6092032,4,46.84,29.68,0,0,2,24.06,2.0,1
47010971424a,0,0,0,0,0,0,0,0,3
470219e4aaf7,16,165.02,117.14,0,0,1,6.69,1.9,1
4709a1a7e19c,961,12567.29,8081.29,0,0,0,0,1.8,64
47238a1efb3a,2,49.45,32.24,0,0,0,0,4.0,5
4725ff815acf,34,486.98,319.43,4,91.62,11,152.14,2.2,2
47280f99f16f,15,116.99,55.90,0,0,0,0,1.9,0
473245c7f47e,2,41.28,21.73,0,0,0,0,3.0,0
47355ac10524,2,17.41,11.40,0,0,0,0,1.0,3
473cc47fa194,3,34.40,21.90,0,0,0,0,1.7,5
4741107a94f0,711,8667.92,5451.78,0,0,4,31.74,2.1,107
47438b516baa,2,30.34,18.37,0,0,0,0,2.5,1
47445bacfc4f,129,1839.93,1175.83,12,148.67,29,397.14,2.5,10
47486ef12ba5,150,2179.40,1449.30,13,152.42,31,342.95,2.2,4
47494ecb1e1e,3,69.74,39.25,0,0,0,0,1.3,0
474ddfe70ccb,3,74.79,47.29,0,0,0,0,3.7,5
475300c51a94,21,218.55,117.56,0,0,0,0,2.0,7
4755ed1c1426,3,35.73,22.54,0,0,0,0,2.0,6
47597312641a,9,75.57,35.55,0,0,0,0,1.6,1
4765f271559e,5,73.49,46.26,0,0,0,0,2.6,4
4769c1b9032e,6,97.17,63.45,0,0,1,15.86,1.8,2
4776a8abbc1f,7,71.20,45.36,0,0,0,0,1.7,1
477ba99184c5,4209,62520.60,39709.31,113,1601.55,257,3304.39,2.3,160
4787b524cf26,234,3948.42,2232.87,5,124.44,11,189.24,2.4,15
478aa44e80ec,185,2145.98,1105.63,0,0,0,0,1.8,12
479031abe24d,7,78.10,43.85,0,0,0,0,1.3,0
479871c4e722,88,1528.65,934.92,1,9.76,11,176.65,2.2,25
47a2682d58b4,5,68.50,43.50,0,0,0,0,2.0,16
47a9af39fc4b,61,816.50,505.50,0,0,0,0,2.2,4
47ac38ef34db,8,94.15,51.72,0,0,3,42.94,2.4,0
47b5e8645638,41,667.32,392.92,0,0,0,0,3.0,5
47b9d900534b,12,94.01,50.60,0,0,0,0,1.5,3
47bba28dbb96,4,72.78,44.44,0,0,0,0,3.0,0
47c70224ca4c,7,184.24,113.38,0,0,0,0,4.0,6
47cd8827756c,35,401.13,222.33,4,55.26,15,135.30,2.9,2
47d8578ce4d4,15,212.40,109.80,0,0,0,0,2.4,0
47dbae58d7f4,302,3351.84,1939.82,0,0,0,0,1.9,38
47e1dd0bbda3,8,135.80,89.46,0,0,1,9.97,2.3,2
47e8506fc132,55,906.13,587.27,7,126.23,10,156.69,2.9,3
47faa8dda9b2,52,535.60,228.67,0,0,0,0,1.9,6
47fabaa30020,2,35.39,21.15,0,0,0,0,3.5,0
48091919a67d,12,265.43,168.86,0,0,0,0,2.6,0
481058b98fff,15,135.65,68.25,0,0,0,0,1.7,2
481aae631d58,26,261.23,166.20,0,0,0,0,1.7,10
481c1c832f18,4,44.39,28.69,0,0,0,0,2.0,1
481fb3cc67f7,25,182.51,145.84,0,0,0,0,1.6,1
4820dae76787,210,2751.36,1614.87,3,28.28,8,108.77,2.5,7
482cbc71e6c9,25,379.02,237.98,1,6.57,1,6.57,3.0,2
4834e9edfe71,2,12.02,7.02,0,0,0,0,1.0,0
483cf71d03dc,20,1157.92,769.63,1,16.43,6,93.46,2.9,2
483e74babd9f,17,387.56,240.15,0,0,0,0,1.8,12
483ffd9d7da6,12,351.56,260.47,0,0,0,0,2.5,2
48496df204ad,1941,15536.75,8409.16,65,423.48,132,855.67,1.2,39
484b2fcbd67b,48,819.55,602.32,0,0,3,31.31,2.3,30
48560478400d,1,16.08,8.04,0,0,0,0,3.0,1
485a8fcf0932,9,78.20,40.07,0,0,0,0,1.7,4
4862430ef02b,66,1225.04,783.30,0,0,0,0,2.1,14
487106b979e2,42,784.26,518.65,3,31.33,10,125.59,2.5,1
487d19daa09f,8,60.70,38.20,0,0,0,0,1.1,2
48894b27a5b4,189,2532.53,1574.13,6,100.76,13,189.35,2.5,11
488b5999feb5,2,20.43,11.67,0,0,0,0,2.0,0
4891037686da,0,0,0,0,0,0,0,0,3
4892257ef543,0,0,0,0,0,0,0,0,2
4893173e1d73,123,1809.07,1131.43,0,0,0,0,2.4,7
48b07d163f3d,85,832.88,404.18,0,0,5,76.96,2.1,9
48b89b470a56,2,43.28,27.69,0,0,0,0,4.0,0
48bf4962d060,0,0,0,0,0,0,0,0,1
48c29159fd38,1,14.89,8.88,0,0,0,0,4.0,1
48c448c27f40,0,0,0,0,0,0,0,0,1
48d4a2071248,22,246.00,129.15,0,0,0,0,1.9,3
48d7b49e89d4,144,2247.80,1465.00,16,192.99,29,313.83,2.3,13
48da317103a2,1,4.68,0.62,0,0,1,4.68,1.0,1
48dde5a9b623,1,12.07,7.69,0,0,0,0,2.0,1
48deb2c99cee,158,1995.01,1254.86,3,25.92,6,49.24,1.7,32
48def414e9f0,8,186.00,140.61,8,186.00,8,186.00,3.9,0
48e1bc79438a,42,393.78,196.78,0,0,0,0,2.1,4
48e34cc66077,6,166.40,126.09,1,10.54,1,10.54,2.3,2
48f1affe004d,1,24.93,19.92,0,0,0,0,1.0,0
48f21727ce93,1,21.44,17.13,0,0,0,0,1.0,0
48f83a3f92c1,32,298.80,156.30,0,0,0,0,1.6,0
48fc83fffba1,4,57.58,27.46,0,0,0,0,1.5,2
48fc87eccb94,2,25.66,16.42,0,0,0,0,2.5,0
490be883ca2e,0,0,0,0,0,0,0,0,2
4917dd341ad0,14,161.23,107.53,0,0,4,49.53,2.3,3
491bda746d1a,14,203.74,136.19,0,0,0,0,2.4,0
49203dc53c10,58,1210.70,882.75,2,12.65,6,70.95,2.2,30
4934e5f59e0e,0,0,0,0,0,0,0,0,1
494f87d98a70,2,0.00,0.00,0,0,0,0,1.0,0
49507e471790,7,94.67,63.35,0,0,0,0,2.1,15
49625ce62933,12,194.56,97.31,0,0,0,0,3.7,1
496306aeab0b,0,0,0,0,0,0,0,0,4
496d89420c59,5,60.00,35.00,0,0,0,0,1.2,4
4974039788f2,6,56.19,35.36,0,0,0,0,1.7,4
4977a546c387,2,15.19,9.47,0,0,0,0,1.5,0
49834537823d,11,154.73,111.53,0,0,0,0,1.9,10
49a0a13523d7,280,6229.75,3422.27,1,5.58,6,81.21,2.2,26
49a26d3d0886,152,2214.73,1408.36,8,79.03,16,176.30,2.5,12
49a5b686fe52,2,17.28,10.88,0,0,0,0,1.5,4
49abf014566d,49,858.65,515.90,2,21.74,8,187.79,2.8,2
49ad77f99196,4,2.96,-9.83,0,0,0,0,1.5,5
49b29fa6c5c8,67,1040.36,650.00,0,0,0,0,2.4,5
49b5814cfc44,117,1651.09,1064.97,9,132.94,19,272.03,2.3,6
49b9434631fc,147,2468.98,1621.09,1,58.91,12,151.18,2.4,12
49c0331575a8,4,30.00,17.50,0,0,0,0,1.3,1
49c8d5fe5488,116,2940.33,2203.36,9,105.81,29,486.27,3.0,4
49c988fabec0,24,302.22,183.64,0,0,0,0,2.2,10
49d37939bc06,0,0,0,0,0,0,0,0,1
49e1eb8fcc5f,7,175.31,107.35,0,0,0,0,4.6,2
49ea520f0b45,2,14.82,8.28,0,0,0,0,1.5,1
49ec5e7fe6f2,100,1126.11,626.21,0,0,1,9.52,1.7,6
49fba596ab8d,49,621.46,367.36,0,0,0,0,2.4,6
4a0d033aa3ee,574,12566.80,6875.35,14,390.64,38,805.40,2.8,55
4a21982d3266,26,1293.65,758.58,0,0,0,0,1.8,2
4a2bff7a7474,5,106.28,68.31,0,0,1,9.01,1.6,0
4a2db49d25da,0,0,0,0,0,0,0,0,1
4a2dc8a90ca5,2,16.59,16.59,2,16.59,2,16.59,2.0,0
4a3b6f5b06eb,0,0,0,0,0,0,0,0,0
4a43cf3e1574,1,3.56,2.69,0,0,1,3.56,1.0,0
4a4e4dbc29bb,116,2052.13,1371.43,0,0,0,0,2.6,7
4a6368dfe2d6,4,75.00,51.79,0,0,0,0,1.5,0
4a63a89b8d4d,8,129.16,77.81,0,0,0,0,1.4,0
4a6b5dd6bea1,97,1277.83,813.49,5,53.03,18,195.54,2.5,20
4a820de07f0c,9,160.15,100.15,0,0,0,0,2.7,2
4a849682f07f,16,203.80,134.22,3,41.52,4,56.68,2.4,0
4aa808200334,142,1952.11,1213.55,0,0,0,0,2.1,30
4aae8beac247,621,7297.24,4266.14,15,175.31,34,359.13,1.7,15
4ab80f188e69,138,1239.94,684.03,0,0,0,0,1.9,8
4ab975284c91,6,40.48,14.74,0,0,0,0,2.0,2
4ac0d74a83a3,26,402.75,260.15,0,0,1,22.98,2.8,2
4ac57834b362,162,1857.64,1079.01,0,0,0,0,2.3,22
4aca4044180a,0,0,0,0,0,0,0,0,1
4acf7e7e939f,84,1345.54,968.40,2,43.52,4,62.36,2.5,24
4ad4a6a5e7cd,13,153.46,97.37,2,22.40,2,22.40,2.2,2
4ad9b64dc348,53,797.34,461.56,0,0,0,0,2.2,0
4add0ab6248d,38,545.98,356.01,1,9.49,5,80.58,2.5,4
4ae72dc553b1,2,12.54,7.54,0,0,0,0,1.0,1
4ae874b296ee,12,143.42,94.64,0,0,2,14.36,2.3,2
4af366674db8,0,0,0,0,0,0,0,0,1
4b06605781d4,55,804.42,516.88,3,100.60,3,100.60,2.6,7
4b078f3f42b8,32,482.69,234.92,0,0,2,13.37,2.8,3
4b1bbef4486d,5513,83402.87,42932.56,78,1034.73,211,2857.02,2.3,253
4b1e76c4e477,10,126.92,71.92,0,0,0,0,2.2,1
4b21b0a54a01,15,282.50,151.89,0,0,1,7.38,2.1,2
4b2446298f5e,525,4634.89,2363.43,19,166.95,29,279.40,1.9,20
4b2bdba1f538,21,377.20,249.00,1,23.38,6,62.59,2.4,1
4b2f268508fa,126,2797.60,2043.74,10,202.31,48,1131.05,3.5,18
4b3a75b3e850,1,5.68,3.53,0,0,0,0,1.0,0
4b3ccc27e500,3,38.08,25.57,0,0,0,0,1.3,0
4b3f0ea080fc,34,389.95,245.59,1,13.65,2,31.54,2.3,2
4b446abb331d,1,4.24,3.39,0,0,0,0,1.0,0
4b5039e6f994,4,29.09,18.33,0,0,0,0,1.3,1
4b512cc86ec8,1,19.79,13.35,1,19.79,1,19.79,4.0,0
4b5327f497e7,7,96.97,61.62,1,18.62,4,67.74,2.4,0
4b583308da51,107,1395.02,878.52,0,0,0,0,1.6,28
4b624e0d4ecd,30,363.81,211.51,0,0,0,0,2.3,13
4b63017549b0,2,21.74,16.83,1,14.49,2,21.74,2.0,0
4b697e4a1e95,398,4620.40,2493.30,0,0,0,0,1.9,12
4b6d1573551d,3,33.74,24.25,0,0,0,0,1.7,2
4b6e65a0d4c0,1576,22566.29,12608.14,36,472.63,74,1252.94,2.2,84
4b715e8e3aa3,1,11.88,7.68,0,0,0,0,2.0,0
4b73eab95aa1,2,8.53,6.82,0,0,0,0,1.0,1
4b79a15e562e,5,56.53,35.48,0,0,0,0,2.0,7
4b7e72df3008,35,804.78,593.62,3,119.12,5,167.74,3.7,2
4b8c6ec0856a,829,11438.38,5985.12,13,182.74,22,274.16,1.9,38
4b8e2fed6108,8,96.00,50.40,0,0,0,0,2.0,4
4b9e967e363c,37,596.55,387.40,7,93.13,23,344.82,2.9,1
4ba30c12af9c,5,53.34,38.34,0,0,0,0,1.6,8
4ba5b921087f,1,21.72,13.90,0,0,0,0,4.0,2
4bb258b75c4b,67,998.28,611.03,0,0,0,0,1.9,4
4bb657609c2f,10,171.77,109.89,1,21.83,1,21.83,3.0,0
4bc75ea44f25,1,0.00,-6.50,0,0,0,0,3.0,0
4bcf3fb7a3ee,3,44.96,27.53,1,9.64,1,9.64,2.7,1
4bd06e40303d,1,4.32,3.45,0,0,0,0,1.0,1
4bd193dba061,3,37.64,25.20,2,22.56,3,37.64,2.7,0
4bd7fe2f63f0,49,1007.66,518.57,4,67.62,5,73.11,3.1,2
4be115b55682,1,11.49,7.23,0,0,0,0,2.0,1
4be8fb8b537f,60,2199.65,1222.30,2,20.24,7,208.00,1.7,6
4bf39b2a9765,2,9.18,3.03,0,0,0,0,2.0,0
4bf44b7bb6b7,191,2999.63,1919.97,4,61.89,17,277.87,2.6,7
4bf6ec3046c6,3,42.02,33.57,0,0,0,0,1.7,1
4c16965db6c5,1,18.49,12.05,0,0,0,0,3.0,0
4c1ab5742f3f,1,17.32,10.90,0,0,0,0,3.0,0
4c1ceb382bdb,7,225.98,159.77,1,20.56,3,151.61,2.6,1
4c273b7b4789,3,31.87,19.69,0,0,1,9.29,2.0,1
4c293e055caf,2,10.83,6.76,0,0,0,0,1.0,0
4c2b86eb169c,33,596.61,395.29,4,34.06,9,99.27,2.6,3
4c2f5214c90c,1,29.17,18.35,0,0,0,0,5.0,0
4c357e6990f9,4,62.89,41.30,0,0,0,0,1.8,0
4c3c0020533a,218,2813.65,1733.00,8,65.00,23,239.33,2.0,14
4c3c5f730ff3,3,41.10,25.00,0,0,0,0,3.0,0
4c3f4ecd727a,189,2668.61,1750.77,0,0,13,178.60,2.3,18
4c47e96c622a,47,693.03,419.73,0,0,0,0,2.6,3
4c4d1c7043a5,18,272.25,163.92,0,0,0,0,2.6,9
4c504773be9b,5,65.03,41.16,0,0,0,0,2.2,3
4c5e8db1f26a,21,469.47,281.25,0,0,0,0,4.1,1
4c6dcf3e61b6,39,599.06,373.51,0,0,0,0,2.7,13
4c73e3fa1d48,5,55.73,35.38,0,0,0,0,1.4,0
4c76d741542d,15,198.62,124.86,0,0,0,0,2.3,2
4c7c681eade3,12,154.58,93.57,0,0,0,0,2.4,2
4c8b54a65f17,192,2928.52,2009.26,2,59.05,5,89.31,2.4,12
4c91d8ea3931,2,46.53,25.96,0,0,0,0,1.0,0
4c927e94e8b8,494,4667.59,3022.64,4,39.06,46,437.58,1.6,31
4c9f9dec3c02,27,145.96,115.80,0,0,4,17.32,1.3,6
4ca4c008a5df,5,145.95,102.52,0,0,0,0,4.6,0
4cbbc7ea7865,9,83.15,41.12,0,0,0,0,1.8,0
4ccd1978750e,2,23.70,13.39,0,0,0,0,2.5,2
4ccf1cb20347,107,1332.42,800.10,4,50.32,15,176.72,2.2,9
4cdf7ab1d1e5,198,2880.90,1424.67,0,0,0,0,2.1,42
4ce7d3928356,0,0,0,0,0,0,0,0,2
4ce8da664283,428,6129.89,3423.77,7,115.92,20,332.90,2.4,34
4d0957fb1906,56,752.07,403.56,1,40.32,2,50.52,2.2,5
4d0bf7518fb4,84,733.40,420.35,0,0,0,0,1.3,6
4d0d5dc02dd6,5,39.45,20.70,0,0,0,0,1.6,5
4d2a3268d317,1,15.89,8.61,0,0,0,0,3.0,0
4d2b9a272e02,15,165.56,83.77,0,0,0,0,2.5,5
4d2d06ff5328,3216,43529.32,22498.99,116,2205.87,286,4482.48,2.0,111
4d527f82366a,12,161.18,122.20,9,146.43,12,161.18,2.4,1
4d5737873bb4,2,11.74,7.46,0,0,0,0,1.0,2
4d641f188d36,12,210.88,150.31,0,0,0,0,2.5,4
4d6565f2a8c4,4,63.68,40.67,0,0,0,0,2.0,1
4d6d1b3832cc,20,421.92,316.60,11,224.29,20,421.92,3.5,0
4d714888e91a,29,485.20,252.80,0,0,0,0,2.4,0
4d77dbed1bfd,3,56.30,35.11,0,0,0,0,3.3,0
4d896753c43d,1452,23204.62,12749.57,10,145.97,31,532.74,2.5,84
4d8bdaed235a,171,2223.61,1480.66,59,747.01,123,1561.94,2.3,11
4d92c6999f4a,0,0,0,0,0,0,0,0,1
4d97eb8c9664,476,8285.60,4529.90,21,313.12,55,1038.81,2.8,26
4daa1341100c,40,753.46,490.22,0,0,0,0,2.4,11
4db0fba69b3c,48,914.78,607.83,6,123.93,13,244.53,2.8,6
4db7a38f4812,25,561.08,338.38,0,0,0,0,2.2,8
4dbc9618093f,8,201.50,136.57,0,0,3,30.56,2.3,2
4dbe589b6553,12,123.07,62.60,1,5.48,2,11.86,1.6,0
4dbefe132757,39,460.62,293.27,0,0,1,5.61,2.0,7
4dbfa119e583,1,4.18,3.34,0,0,0,0,1.0,0
4dbfdffe77bf,3852,63910.77,32801.21,0,0,0,0,2.3,192
4dd05cc42946,14,125.69,32.71,0,0,0,0,1.9,0
4dd57159cf82,21,403.09,270.92,1,12.09,5,85.16,2.7,3
4ddb998970bc,38,534.77,256.93,0,0,0,0,2.3,8
4df37255b573,8,97.77,53.35,0,0,2,20.17,2.6,1
4dfa3f0de14c,7,70.98,44.91,0,0,0,0,1.9,0
4dfd2a7ec439,26,369.26,227.47,0,0,0,0,2.6,8
4dff9cb0fa61,35,507.93,316.77,0,0,2,30.15,2.9,9
4e010e52e5bd,13,192.89,96.47,0,0,0,0,1.8,0
4e0d824cb90c,2,31.14,19.93,0,0,0,0,3.0,0
4e0fa1c97ff5,4,63.27,43.75,4,63.27,4,63.27,3.5,2
4e130a796ca0,2,11.90,7.40,0,0,0,0,1.0,0
4e17c23dd3c0,20,179.52,111.30,1,4.77,1,4.77,1.7,3
4e1ecfd7ce83,66,1057.86,657.61,0,0,0,0,2.3,10
4e5014cb47ba,193,3313.01,2069.33,0,0,0,0,2.5,24
4e536fee9807,641,7229.90,4221.65,25,282.58,75,687.38,1.7,37
4e580cb4e9f2,8,79.34,43.75,0,0,0,0,2.1,9
4e58634e0ca7,1,24.71,12.35,0,0,0,0,4.0,0
4e5fb30387c9,37,385.53,248.57,7,63.99,9,94.24,2.0,10
4e66efba0e96,7,292.79,194.99,0,0,0,0,1.7,3
4e71fc79fb51,158,2541.46,1564.17,0,0,0,0,2.9,12
4e7713bf80b8,11,295.54,149.89,0,0,0,0,1.6,3
4e786e8cf487,3,21.84,13.42,0,0,0,0,1.3,1
4e7ee13d5017,18,316.56,195.03,0,0,0,0,3.3,8
4e841d3f95ad,1,21.47,13.33,0,0,0,0,4.0,3
4e8f86a0e387,21,373.48,214.65,0,0,0,0,3.7,2
4ead323e914c,8,27.74,1.37,0,0,0,0,1.8,2
4eb0b6a771ab,12,101.53,56.70,0,0,0,0,1.8,0
4eb2ca47c6fb,0,0,0,0,0,0,0,0,1
4eb32ff569e4,234,3598.31,2366.44,17,370.00,42,694.65,2.9,8
4eb762b52e52,0,0,0,0,0,0,0,0,1
4ebcc39f9d9e,514,8011.34,5036.34,0,0,0,0,2.2,21
4ed0827f7d5c,30,1104.09,223.48,2,62.75,10,359.78,2.8,1
4ed344abd1dd,7,41.67,33.00,0,0,1,4.32,1.4,0
4ee058ba84e3,2,7.75,6.04,0,0,0,0,1.0,0
4ee5db23c585,24,416.62,271.35,1,15.49,3,44.38,2.2,3
4ee6052876a1,282,4660.39,2782.92,4,47.33,11,165.49,2.6,22
4ee8b75e47f3,102,1878.72,1185.36,0,0,0,0,2.4,16
4eef83bc8a01,73,1388.01,852.86,1,15.16,2,36.90,3.0,9
4efa1ebf39eb,2,17.42,10.82,0,0,0,0,1.5,1
4f0013cf820d,1,5.50,3.52,0,0,0,0,1.0,0
4f003f2d4b26,7,81.48,52.89,0,0,1,9.07,2.1,6
4f00c95b83de,41,628.19,404.90,0,0,0,0,2.1,5
4f05dbfbd954,36,907.49,580.52,0,0,0,0,4.4,9
4f0aa8e506f7,29,322.81,158.39,0,0,0,0,2.1,2
4f2a3df3b4be,3951,57020.06,29782.72,78,1467.90,222,3364.79,2.2,136
4f2cc80a3666,113,2520.91,1611.15,2,46.90,10,181.66,2.1,19
4f2ebadc8c5b,1547,22724.60,14131.97,25,350.18,51,825.45,2.3,68
4f35b97e39de,1,6.72,4.42,0,0,0,0,1.0,0
4f3e29193d13,26,434.12,276.89,0,0,0,0,2.7,8
4f43d4385984,15,185.36,92.26,0,0,0,0,2.6,5
4f47620945d5,1,10.95,7.01,0,0,0,0,2.0,0
4f57595bd6d1,113,1134.93,762.48,24,252.63,49,472.04,1.8,3
4f5f5cda0d84,0,0,0,0,0,0,0,0,1
4f6e377667d7,3,16.83,10.43,0,0,0,0,1.0,1
4f71885b9547,5,70.96,31.95,0,0,0,0,3.2,3
4f71afd5809b,1,13.71,10.07,1,13.71,1,13.71,2.0,0
4f7b90f598c2,101,1666.14,1046.51,9,262.14,27,434.62,3.0,4
4f7f3e72c8c4,0,0,0,0,0,0,0,0,1
4f7fb8e7d64c,182,2200.05,1415.39,6,30.72,18,146.00,2.3,12
4f85e25ed774,40,355.35,272.85,1,4.29,3,17.23,2.1,6
4f878419c539,11,126.50,78.93,0,0,0,0,2.0,2
4f98c3dc6231,1,4.41,2.26,0,0,0,0,1.0,1
4f9c07c22e78,4,20.79,16.46,0,0,0,0,1.3,0
4fa3e78ef983,14,212.63,156.92,1,35.93,2,43.22,2.4,0
4fa90d147e4b,4,35.47,21.18,0,0,2,11.66,1.8,3
4fb344d66749,1,13.76,8.76,0,0,0,0,2.0,3
4fb71d635226,12,120.00,92.87,10,110.16,12,120.00,1.9,3
4fb73f3ad1a0,30,434.43,266.77,0,0,0,0,2.3,0
4fba98ad157c,0,0,0,0,0,0,0,0,0
4fbf2e1cfac0,18,170.92,103.37,1,6.38,3,19.14,1.7,1
4fc02fccc675,9,226.93,150.37,2,20.57,2,20.57,2.9,1
4fc1ac722981,1,5.17,4.33,0,0,0,0,1.0,0
4fcbfad695c5,5,56.89,35.54,0,0,0,0,2.0,7
4fd308c8424d,5,57.05,35.28,0,0,0,0,2.0,1
4fda18e97e6e,5,76.88,46.21,0,0,0,0,2.8,2
4fe1f39c28e4,215,4040.85,2505.35,13,302.56,20,448.66,3.4,12
4ff1ca35a99f,4,84.02,55.73,0,0,0,0,3.8,0
4ff42ceec130,47,1047.29,677.99,3,44.18,5,91.80,4.1,2
4ff8b2c706a0,24,265.46,157.56,3,17.25,10,103.44,2.6,2
4ffff825f26a,2769,65675.24,45393.06,113,2921.41,325,7733.64,3.1,216
50023709bfcf,4,40.23,20.13,0,0,0,0,2.3,1
500385408279,286,11009.02,7004.22,4,107.70,19,497.62,1.9,18
500ce777f1a8,10,173.48,93.77,0,0,0,0,2.2,3
500fe7a13967,9,132.31,85.17,0,0,0,0,2.6,0
501376f377ba,0,0,0,0,0,0,0,0,1
5017b9cac876,11,96.00,50.40,0,0,0,0,1.5,1
501c6d0f0f9a,5,47.62,33.22,5,47.62,5,47.62,1.8,7
501de31fa15d,6,68.28,46.79,3,46.60,5,62.95,1.8,1
5031c852f3b0,33,1109.88,786.37,0,0,7,95.31,1.8,2
503593db3aa3,1,11.87,7.60,0,0,0,0,2.0,1
5040fc7bfc33,4,79.25,39.63,0,0,0,0,1.3,2
5050272e4291,14,302.55,182.69,0,0,0,0,4.1,6
50508eba5da4,1,242.93,163.20,0,0,0,0,5.0,0
505bc60dd94e,9,136.20,97.99,2,41.16,3,54.70,2.4,0
505df8df0ed8,16,209.73,139.48,0,0,0,0,2.5,2
505edd9ac7d6,33,343.26,183.73,0,0,1,0.00,2.7,3
506dd105bc39,203,4207.58,2640.08,0,0,0,0,3.1,16
507b149fd26e,32,395.13,254.55,0,0,0,0,2.2,0
507d9f6c2962,3818,42779.26,19858.68,92,1012.80,284,2994.15,2.1,359
508c5e6b9fe4,4,83.15,57.14,0,0,1,4.74,1.8,1
5090fcc6de65,1,17.32,10.90,0,0,0,0,3.0,0
50962016d7a4,3,7.86,5.27,0,0,1,3.57,1.0,1
50a65967a9cf,321,4442.78,3151.68,12,137.20,26,344.82,2.2,34
50a86aa27604,4,20.68,16.38,0,0,0,0,1.3,0
50b07e1fc9c8,4,36.56,23.08,0,0,0,0,1.8,0
50b1eb2abf7a,4,199.43,133.53,0,0,0,0,2.0,1
50b35b720a80,13,116.27,79.29,0,0,0,0,1.5,4
50c76ec6e169,1,43.05,28.90,0,0,0,0,1.0,0
50ca8ad70668,1,3.53,2.67,0,0,0,0,1.0,0
50cfd56fe84e,7,104.72,54.64,0,0,0,0,3.4,8
50d0835ce558,275,5810.52,3908.78,1,13.47,16,224.64,1.8,23
50d3dc70c228,67,1061.31,629.96,2,14.46,2,14.46,2.9,2
50dfba2e57c5,5,61.51,39.01,0,0,0,0,1.8,7
50ee701c90ca,52,691.57,369.01,1,5.48,3,16.70,1.6,5
50f49dba31f0,24,535.72,365.87,0,0,3,74.96,2.3,0
5105dc27752d,13,139.16,84.31,0,0,0,0,2.4,3
5111c34d9a3c,1,12.51,7.57,0,0,0,0,2.0,0
5115eb72fa81,23,317.88,189.40,1,27.36,1,27.36,2.7,0
511d666aaa78,1,6.13,4.05,0,0,0,0,1.0,2
5130697952b0,0,0,0,0,0,0,0,0,2
513252b4d035,2,104.61,69.92,0,0,0,0,2.0,0
513622810370,2,97.69,61.33,0,0,1,9.41,2.0,0
5140ecd908e5,5873,73722.23,41326.88,255,2865.27,705,8699.97,1.9,64
514255d8a18e,483,6282.45,3378.81,0,0,0,0,2.3,6
51585e106e2d,25,499.74,317.55,4,54.48,13,223.68,3.8,1
5166a7845e50,3,21.93,10.97,0,0,0,0,1.7,0
5169f3402c33,2,25.90,15.48,0,0,0,0,2.5,2
5173c69353d3,11,131.32,83.60,1,9.73,2,16.33,1.9,1
518235de2aa2,2,0.00,-7.60,0,0,0,0,2.0,0
51855328c1cd,1,4.36,3.49,0,0,0,0,1.0,0
5187b782610c,2,26.64,14.27,0,0,0,0,2.0,1
5189631f8566,12,152.34,93.71,0,0,0,0,2.3,3
518d8f4a1205,14,682.72,465.30,0,0,0,0,2.2,2
51909036dc92,3,0.00,0.00,0,0,0,0,1.3,0
519d0a0eb9a0,1,6.00,4.00,0,0,0,0,1.0,1
